country_code,country_name,continent,population,air_pollution_pm25,infant_mortality_rate,life_expectancy_both,life_expectancy_female,life_expectancy_male,obesity_prevalence,tuberculosis_incidence,under5_mortality_rate,adult_literacy_rate,basic_water_access_pct,gdp_per_capita,health_expenditure_per_capita,hospital_beds_per_1000,measles_immunization_pct,neonatal_mortality_rate,physicians_per_1000,population_total,urban_population_pct,cases_per_1m,deaths_per_1m,case_fatality_rate,health_system_index,socioeconomic_index,health_outcome_score
ABW,Aruba,North America,107609.0,10.22044,46.3327198,75.29554064,21.44475675,65.4608084,31.235856,93.5,12.224410456,91.40634550729564,96.7258902380545,30645.8906024548,465.63766479,2.1149999999999998,92.0,9.7,2.3970000000000002,109203.0,62.288276286885,410969.0,2714.0,0.6603,0.46438071639994716,0.5588781281872808,0.2744232305723171
AFE,Africa Eastern and Southern,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
AFG,Afghanistan,Asia,40754388.0,62.48616,2.40712595,62.54955059,15.41138145,52.83748334,12.418921,65.0,60.562416568,87.6600036621094,69.8226976480641,496.6025042585,74.0642395,0.38,57.0,37.4,0.214,37856121.0,25.1437258839803,5746.0,196.0,3.4146,0.17624545865925917,0.30170590501597605,-0.17160037592009506
AFW,Africa Western and Central,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
AGO,Angola,Africa,35027343.0,27.16477,10.60001993,60.3301794,14.90354951,55.39973017,5.5391729,64.0,48.61314517,49.0,64.1599110373067,2493.67884440177,64.4466095,0.75,59.0,19.4,0.1265,32375632.0,66.6637823180533,3064.0,55.0,1.8048,0.1687017362221378,0.2946754678081161,-0.1833209891802376
AIA,Anguilla,North America,15230.0,10.22044,46.3327198,75.29554064,21.44475675,65.4608084,31.235856,93.5,5.885225582,91.40634550729564,96.7258902380545,11673.7394555761,465.63766479,2.1149999999999998,92.0,9.7,2.3970000000000002,385829.0,71.4382284948964,256336.0,788.0,0.3074,0.46438071639994716,0.5417096279086174,0.32942644432205237
ALB,Albania,Europe,2866374.0,16.27997,14.07222366,76.17478761,20.07652645,69.43491219,23.602627,99.0,8.745723235,99.61000061035155,94.758223221518,6069.43903131027,366.34014893,2.84,95.0,7.1,1.645,2567801.0,56.7639071287255,116825.0,1258.0,1.0766,0.4588924082192956,0.50419155492539,0.5532048831673012
AND,Andorra,Europe,77463.0,8.52423,2.548419952,80.90340137,23.28289156,69.14331489,17.555156,99.0,3.174281828,99.61000061035155,100.0,41257.816459345,3021.078125,5.050000000000001,99.0,1.5,4.392,76474.0,88.5391793666245,619844.0,2130.0,0.3436,0.6754520923759065,0.7361074721576352,0.8059420822494122
ARB,Arab World,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
ARE,UAE,Asia,10081785.0,38.92641,3.29888773,82.29087408,23.52044163,69.6863442,32.001853,99.0,4.477033732,87.6600036621094,97.9415735149907,4805.75371765917,279.27058410999996,2.615,97.0,8.6,2.255,17845429.5,63.8573092590878,105837.0,233.0,0.2201,0.48287500116152937,0.473030978489054,0.8257215981221067
ARG,Argentina,South America,46010234.0,11.97366,41.82795715,77.01582731,21.59439101,68.27068512,31.453845,83.0,9.71001628,94.57131334997685,95.41614476396654,9955.97478680428,1007.45629883,3.69,86.0,6.1,5.25,44973465.0,91.8567844513802,220143.0,2844.0,1.2918,0.5504606677584938,0.6355590647819271,0.372783809640927
ARM,Armenia,Asia,2971966.0,36.23722,0.029999999,75.66635568,22.61418557,68.95984983,17.022085,92.0,10.669708174,100.0,99.4591789118501,4597.22887399548,533.69952393,4.06,95.0,6.4,3.026,2962500.0,65.0047033570428,152031.0,2953.0,1.9425,0.5307465768131588,0.5356167137514164,0.6213854152759735
ASM,American Samoa,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
ATG,Antigua and Barbuda,North America,99509.0,8.42492,33.77563477,75.65878463,20.1435743,65.15581822,31.235856,99.0,8.00958823,91.40634550729564,98.8436169017974,18896.3721832248,808.14996338,2.1149999999999998,97.0,6.0,2.3970000000000002,91364.0,24.708337524045,91509.0,1467.0,1.6033,0.4984544356296106,0.3707448966955535,0.40830841780574806
AUS,Australia,Australia-Oceania,26068792.0,9.19453,0.068250708,80.72082576,26.60301771,70.25644524,28.802299,95.0,3.218196172,87.6600036621094,99.9698532048744,55194.7585097428,5543.37841797,2.1149999999999998,94.0,2.4,3.808,25334826.0,87.3019647888406,454687.0,937.0,0.206,0.6820350294811435,0.714599643840924,0.8181224598401347
AUT,Austria,Europe,9066710.0,13.33314,5.210000038,79.44882171,25.59762527,71.09760264,14.900239,88.0,2.675155476,99.61000061035155,99.9999997360902,49885.9947355204,5313.19287109,7.19,95.0,2.2,5.318,8879920.0,68.3176044750522,670727.0,2486.0,0.3707,0.7945242002110635,0.6779974239838061,0.7535744856732234
AZE,Azerbaijan,Asia,10300205.0,27.15334,0.0,75.79966602,19.5536218,66.62391976,24.988432,74.0,17.704899039,99.8000030517578,93.2188338102912,4805.75371765917,199.25746155,3.94,78.0,14.2,3.148,10024283.0,58.1308191977779,81089.0,1010.0,1.2452,0.44630521805212037,0.5070573093383426,0.5640436305802597
BDI,Burundi,Africa,12624840.0,26.30518,10.60001993,66.23402468,15.46180664,56.2073357,3.5043184,93.0,35.628494718,49.0,63.7579908768374,234.31061590725,22.2435379,1.1400000000000001,92.0,21.2,0.1265,12255336.0,18.786178154187,4334.0,3.0,0.0694,0.2787890961066307,0.09165008108536545,0.08393357054192713
BEL,Belgium,Europe,11668278.0,12.29753,0.0,81.60895006,22.60210742,70.55246024,18.544669,97.0,2.908091878,99.61000061035155,100.0,46716.6227467964,5087.45654297,5.57,96.0,2.3,3.424,11488980.0,87.0961631189222,416659.0,2946.0,0.7071,0.7202369820160052,0.7459302110384626,0.8445456717663312
BEN,Benin,Africa,12784726.0,32.60628,83.85305023,61.76220363,16.47458143,56.83105426,6.1836995,72.0,56.932783354,49.0,67.9832516982572,1130.82135339795,33.9457283,0.4,58.0,29.7,0.06,12726755.0,48.7125500590248,2193.0,13.0,0.5814,0.16917172864431493,0.21706553818040866,-0.7302184614296093
BES,Caribbean Netherlands,North America,26647.0,10.22044,46.3327198,75.29554064,21.44475675,65.4608084,31.235856,93.5,12.224410456,91.40634550729564,96.7258902380545,11673.7394555761,465.63766479,2.1149999999999998,92.0,9.7,2.3970000000000002,385829.0,71.4382284948964,438398.0,1426.0,0.3253,0.46438071639994716,0.5417096279086174,0.2744232305723171
BFA,Burkina Faso,Africa,22102838.0,40.74491,100.57827,60.07525883,15.32612061,53.77537957,3.3492319,91.0,54.750931311,29.6599998474121,50.6996167671279,764.853077774946,41.06895828,1.1400000000000001,88.0,26.1,0.091,20961952.0,26.1187254401157,1001.0,18.0,1.8088,0.22507761766407713,0.03162594864291816,-0.8724072471487965
BGD,Bangladesh,Asia,167885689.0,46.84535,74.0,72.64472365,21.1842422,63.85831427,6.1779555,98.0,25.448207997,74.6800003051758,98.1043633059551,2129.79896954606,45.07677078,0.89,97.0,19.3,0.63,164913055.0,30.8228396343012,12207.0,176.0,1.4391,0.4101332425857798,0.2682152494979824,-0.10318475247192038
BGR,Bulgaria,Europe,6844597.0,18.62585,1.659999967,75.0010583,17.2428038,63.46283854,21.779059,93.0,5.546597987,99.61000061035155,99.2731656499931,10353.7204584127,733.06878662,7.74,95.0,3.2,4.236,6616726.0,73.7162322998047,195753.0,5661.0,2.892,0.6241448710511666,0.5861281669481613,0.6370190171840378
BHR,Bahrain,Asia,1783983.0,51.84331,0.022334998,76.02945447,19.58358645,64.71752191,30.886778,99.0,6.321014733,87.6600036621094,99.921837339959,27259.7438599327,1030.26379395,1.93,99.0,4.0,0.687,1483756.0,100.0,408944.0,882.0,0.2157,0.4729915678195458,0.6861412807680521,0.6686789711331456
BHS,"Bahamas, The",North America,400516.0,5.19903,46.3327198,68.08192587,18.68324354,63.11075132,52.126592,89.0,15.711229754,91.40634550729564,98.9452612148878,33640.3369861278,1881.40393066,2.77,83.0,9.8,2.3970000000000002,394675.0,81.8257463283204,95087.0,2107.0,2.2162,0.4997581069390935,0.6477047724433361,0.055282547512328084
BIH,Bosnia and Herzegovina,Europe,3249317.0,26.19402,0.037314504,79.56278757,22.07199872,67.01024039,19.510317,80.0,5.381452429,99.61000061035155,96.1384735195781,6122.37541352353,546.4508667,2.35,79.0,4.7,2.584,3345533.0,49.4650440037758,124215.0,5044.0,4.0603,0.4314220129058016,0.4743868522643177,0.7692459233442857
BLM,St. Barth,North America,9945.0,10.22044,46.3327198,75.29554064,21.44475675,65.4608084,31.235856,93.5,12.224410456,91.40634550729564,96.7258902380545,11673.7394555761,465.63766479,2.1149999999999998,92.0,9.7,2.3970000000000002,385829.0,71.4382284948964,553746.0,603.0,0.109,0.46438071639994716,0.5417096279086174,0.2744232305723171
BLR,Belarus,Europe,9432800.0,13.40596,0.179999996,79.65554048,22.48730719,62.13886172,18.532571,98.0,2.117842909,99.870002746582,99.1750106647627,6837.77339645635,400.11621094,9.93,98.0,1.1,4.546,9419758.0,77.4550771852757,105381.0,755.0,0.7161,0.6649576942757685,0.5925645339845586,0.7989942980878064
BLZ,Belize,North America,412190.0,10.50946,68.28488922,77.37712841,20.80525539,66.44713963,49.732479,98.0,12.553094788,91.40634550729564,94.1316195459167,6171.61449761423,298.14306641,2.1149999999999998,96.0,9.6,2.3970000000000002,385829.0,42.9077622153323,173243.0,1669.0,0.9635,0.4636614822871749,0.40873902835680226,0.17258086502016995
BMU,Bermuda,North America,61939.0,10.22044,46.3327198,75.29554064,21.44475675,65.4608084,39.385289,93.5,12.224410456,91.40634550729564,100.0,115798.040775578,465.63766479,2.1149999999999998,92.0,9.7,2.3970000000000002,64107.0,100.0,304493.0,2664.0,0.8749,0.4745626555935286,0.9592756398727028,0.2744232305723171
BOL,Bolivia,South America,11992656.0,24.55206,41.82795715,72.91976198,19.70924529,63.71667218,20.281638,75.0,25.246661989,94.57131334997685,91.2290518215196,4203.15492855788,241.34619141,1.28,79.0,9.7,1.088,11671386.0,69.7334986708387,101073.0,1868.0,1.8486,0.35410217148666384,0.5281629362436014,0.13072258881934212
BRA,Brazil,South America,215353593.0,10.94008,50.82396698,78.72827056,19.57791437,62.96217764,21.438541,70.0,14.372590181,93.8926266999537,98.773134154073,9029.83304401079,868.17248535,2.29,91.0,9.2,2.351,207455459.0,86.6797991084296,179908.0,3303.0,1.8361,0.4826246038860161,0.6084230960113169,0.31426506473597626
BRB,Barbados,North America,288023.0,9.83617,46.3327198,74.32950892,21.74310814,66.75704337,35.824624,90.0,9.673991167,91.40634550729564,98.9723622783173,21912.1501242857,1168.11938477,5.72,92.0,7.8,2.3970000000000002,281207.0,59.2841140645486,383921.0,2250.0,0.586,0.5527619350639833,0.521356169763345,0.27125717207783573
BRN,Brunei Darussalam,Asia,445431.0,7.35515,10.75885391,76.67529662,20.9242874,67.07844489,30.908304,99.0,9.100973289,87.6600036621094,99.9000895203528,30426.5730656528,678.81982422,3.66,97.0,5.5,2.255,442680.0,74.7923311783673,771655.0,505.0,0.0655,0.5190573711955101,0.5918135730648594,0.5863962769945101
BTN,Bhutan,Asia,787941.0,26.43655,0.0,72.86801769,20.61105073,64.19356524,7.9052791,97.0,21.081469052,87.6600036621094,98.9633804015347,3576.87987100503,115.71811676,2.09,97.0,10.1,0.336,764824.0,39.0746823405146,79571.0,27.0,0.0335,0.4276692092553821,0.36776879351424424,0.457981705522792
BWA,Botswana,Africa,2441162.0,12.5098,0.335395217,66.94641872,19.42125269,56.0523028,17.071067,95.0,37.73021984,49.0,91.4749479975469,7172.08956480028,438.28546143,2.47,97.0,19.8,0.395,2332083.0,66.3271694845464,135443.0,1147.0,0.8472,0.4225710970994947,0.3067883378181007,0.1561247797931465
CAF,Central African Republic,Africa,5016678.0,25.45795,10.60001993,52.93260744,11.18851078,47.74824575,5.1526483,38.0,116.971364627,42.439998626709,38.2122663974409,449.228467602439,35.76099014,1.1400000000000001,37.0,35.0,0.1265,4944703.0,41.7800430407332,3078.0,23.0,0.7319,0.022375054373376682,0.15555871273268426,-0.9701483058151046
CAN,Canada,North America,38388419.0,6.86916,6.162434578,82.0216251,26.23021392,69.65790446,26.84083,91.0,4.495816578,91.40634550729564,98.5631782582907,46352.8693445211,5098.88720703,2.51,90.0,3.5,2.418,37618495.0,81.7363672047941,128843.0,1538.0,1.1935,0.6241503417552715,0.6840060979610101,0.7984856147680114
CEB,Central Europe and the Baltics,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
CHE,Switzerland,Europe,8773637.0,8.96682,0.01,83.47957563,24.08780117,71.33081959,9.5150761,96.0,3.826571689,99.61000061035155,99.98573708972265,40408.2848574751,2908.83154297,5.050000000000001,95.0,2.3,3.892,5668014.0,72.76538205339385,507549.0,1647.0,0.3245,0.6471878184943698,0.668915231382778,0.8854882091516645
CHI,Channel Islands,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
CHL,Chile,South America,19250195.0,18.82031,0.487462789,81.02769155,25.96890969,70.05460077,41.390362,96.0,5.542176955,94.57131334997685,98.5642151245882,14495.716721687,1348.99401855,2.02,95.0,4.7,2.627,19197744.0,88.1273685623538,279730.0,3350.0,1.1977,0.5128725230096982,0.6333465643984971,0.803061912894048
CHN,China,Asia,1448471400.0,41.41693,2.40712595,74.57707156,20.97747677,68.45295916,6.560646,99.0,5.968690715,87.6600036621094,93.5326999183951,10342.9009524335,538.99157715,4.82,99.0,3.8,2.255,1407745000.0,62.7099151611328,347.0,4.0,1.0475,0.5197648634274856,0.48429303397335977,0.6170305303006548
CIV,Cote d'Ivoire,Africa,27742298.0,36.04066,96.56681061,61.18866234,18.55214086,54.41874137,14.09889,79.0,58.803230688,56.9592400560829,75.6490184756229,2141.76836170115,68.30471039,1.1400000000000001,71.0,30.0,0.149,28193009.0,51.3514799771241,3186.0,30.0,0.9447,0.2500755763708595,0.268530668758852,-0.850364309139062
CMR,Cameroon,Africa,27911548.0,60.51539,10.60001993,64.05693974,17.89329153,54.96472627,13.770814,67.0,41.839620954,49.0,68.7910816912942,1555.22660476477,56.79493713,1.1400000000000001,61.0,27.3,0.1265,25506095.0,53.9487914119331,4492.0,71.0,1.5744,0.19558702054098492,0.2397812828548236,-0.02696490958060721
COD,"Congo, Dem. Rep.",Africa,95240792.0,39.28882,10.60001993,59.67189821,15.99064596,53.50114488,7.8425653,73.0,54.795683694,49.0,35.6878940308452,504.00419142286,19.20812035,1.1400000000000001,65.0,24.0,0.162,92947442.0,42.8747090907476,1043.0,15.0,1.4778,0.10512149222885372,0.19129675385044165,-0.254201948065645
COG,"Congo, Rep.",Africa,5797805.0,36.48812,10.60001993,62.42600872,15.3059978,54.0563836,3.7891816,79.0,33.018379277,49.0,73.0980812765278,2488.42466724916,58.42106628,1.1400000000000001,73.0,18.3,0.1265,5616661.0,63.5176376123385,4377.0,67.0,1.5212,0.2477446816054977,0.28174730249812313,0.006868872616469068
COK,Cook Islands,Australia-Oceania,17571.0,7.7746,0.0,68.527122495,17.45140595,60.37984099,67.052567,98.0,12.297820747,87.6600036621094,97.67658476709235,13712.331325228035,254.83047485,2.1149999999999998,94.0,12.6,3.808,596966.5,59.2461548826604,409937.0,114.0,0.0278,0.499516567513225,0.47979522832656557,0.4205296066069226
COL,Colombia,South America,51512762.0,13.14327,57.09523392,80.54763102,24.02780643,69.33574952,27.030107,94.0,10.973850304,95.25,96.0785830726848,6472.54544924705,507.06231689,1.75,95.0,7.4,2.317,49907985.0,77.4595528518377,124244.0,2780.0,2.2374,0.4656814788387096,0.5696357639048043,0.3475437676862807
COM,Comoros,Africa,907419.0,14.3724,10.60001993,66.80228997,18.48973945,59.44403936,6.7214668,78.0,41.733572881,49.0,85.582654605357,1510.23218151592,78.23674774,1.1400000000000001,76.0,24.5,0.1265,786578.0,31.7287584068243,10038.0,177.0,1.7675,0.29690421408512935,0.1484517822046452,0.04584150701095163
CPV,Cabo Verde,Africa,567678.0,27.36214,10.60001993,78.2256663,21.94579054,62.29911344,7.6339826,96.0,13.215208814,49.0,87.808568861158,4380.78117331128,211.24963379,2.14,98.0,9.6,0.743,514104.0,71.6254285086577,113580.0,735.0,0.6467,0.40961704167011437,0.32048318641955487,0.5924049197679677
CRI,Costa Rica,North America,5182354.0,15.06122,42.10166931,82.7107149,23.11480531,68.08903985,23.293123,95.0,7.937907362,91.40634550729564,99.7975280834127,12884.6859951989,930.43511963,1.11,95.0,6.2,2.376,4999553.0,77.0435864735963,239058.0,1819.0,0.761,0.4823411605630607,0.5682090803930221,0.5353651143673619
CSS,Caribbean small states,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
CUB,Cuba,North America,11305652.0,15.86244,50.56377029,75.29554064,23.15186892,67.79739049,20.011504,99.0,5.999597058,97.6500015258789,94.1321684364764,9232.26115935183,1023.39715576,4.21,99.0,3.2,8.677,11202846.0,77.0728225708008,98645.0,754.0,0.7649,0.6767788576309897,0.587381963390956,0.29884927579416115
CUW,Curacao,North America,165529.0,10.22044,46.3327198,75.29554064,21.44475675,65.4608084,31.235856,93.5,12.224410456,91.40634550729564,100.0,19220.6865793075,465.63766479,2.1149999999999998,92.0,9.7,2.3970000000000002,157441.0,91.3714918191305,277812.0,1782.0,0.6415,0.4745626555935286,0.6452920475579725,0.2744232305723171
CYM,Cayman Islands,North America,67277.0,10.22044,46.3327198,75.29554064,21.44475675,65.4608084,31.235856,93.5,12.224410456,91.40634550729564,95.6110429447853,88254.2902486867,465.63766479,2.1149999999999998,92.0,9.7,2.3970000000000002,67327.0,100.0,467797.0,550.0,0.1176,0.46091372592756585,0.8798281336097519,0.2744232305723171
CYP,Cyprus,Asia,1223387.0,14.51621,6.679999828,82.17744701,25.76937218,71.12585493,22.431517,96.0,2.736652758,87.6600036621094,99.7537103444436,29227.173828125,2059.45019531,2.13,86.0,1.6,2.928,1286671.0,66.7677357070518,556741.0,1116.0,0.2004,0.519853087876587,0.5554179295531482,0.8142105344672669
CZE,Czechia,Europe,10736784.0,15.03368,0.079999998,81.93289699,24.00080677,68.49230253,21.610965,97.0,2.745330338,99.61000061035155,98.731767831264,24062.7190013343,1805.44030762,6.7,92.0,1.6,4.112,10671870.0,72.7876426709563,443246.0,4053.0,0.9144,0.6287113513553966,0.6218592622228449,0.8538809851576515
DEU,Germany,Europe,83883596.0,11.91679,0.059999999,83.186281,23.57321953,68.99588905,22.122253,91.0,3.383703498,99.61000061035155,99.9999994577197,47656.199739747,5447.31787109,7.87,97.0,2.3,4.373,83092962.0,81.3053991689039,462891.0,2182.0,0.4714,0.7944697277526697,0.724872774287296,0.8813013865977286
DJI,Djibouti,Africa,1016097.0,21.04345,10.60001993,63.63353793,17.45210462,57.61308429,14.437491,85.0,50.372206327,49.0,78.500379190124,2837.16902340932,68.4744873,1.1400000000000001,83.0,30.5,0.1265,1088709.0,71.7418146554518,15441.0,186.0,1.2046,0.29713640471673425,0.3165084683662171,-0.11208626865979121
DMA,Dominica,North America,72344.0,8.3847,46.3327198,75.29554064,21.44475675,65.4608084,29.212144,99.0,32.332499916,91.40634550729564,96.4675351456684,9491.14995962374,465.63766479,3.18,92.0,29.0,2.3970000000000002,67880.0,71.4382284948964,221691.0,1023.0,0.4614,0.4807408526040091,0.5354141420240851,0.09995134425717772
DNK,Denmark,Europe,5834950.0,9.57146,0.01,83.06299549,22.1842811,69.85927694,12.982713,97.0,3.306333423,99.61000061035155,99.9999975731289,59404.2663247723,6049.93408203,2.59,96.0,2.6,4.251,5814422.0,88.2096490810669,545636.0,1511.0,0.2768,0.7233071273961874,0.7870967765055261,0.879094120493805
DOM,Dominican Republic,North America,11056370.0,7.98391,46.3327198,70.87113068,21.2350611,66.01089328,21.302362,89.0,33.443937654,93.6726916249429,96.7258902380545,8183.01623600375,357.44137573,1.25,90.0,23.9,1.431,10894043.0,73.5403464672933,61131.0,397.0,0.6486,0.4180005648445655,0.5510088205956382,-0.025544272784245148
DZA,Algeria,Africa,45350148.0,23.75163,11.0,76.54768313,21.42999644,66.1377459,22.279868,88.0,18.878643052,49.0,91.9998016191508,4468.45341883656,242.07049561,1.1400000000000001,80.0,15.9,0.973,43294546.0,72.4824561380175,5998.0,152.0,2.5297,0.35482599101326484,0.3242536462956347,0.4965306640714143
EAP,East Asia & Pacific (excluding high income),,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
EAR,Early-demographic dividend,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
EAS,East Asia & Pacific,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
