country_code,country_name,continent,population,air_pollution_pm25,infant_mortality_rate,life_expectancy_both,life_expectancy_female,life_expectancy_male,obesity_prevalence,tuberculosis_incidence,under5_mortality_rate,adult_literacy_rate,basic_water_access_pct,gdp_per_capita,health_expenditure_per_capita,hospital_beds_per_1000,measles_immunization_pct,neonatal_mortality_rate,physicians_per_1000,population_total,urban_population_pct,cases_per_1m,deaths_per_1m,case_fatality_rate,health_system_index,socioeconomic_index,health_outcome_score
LBR,Liberia,Africa,5305117.0,32.50276,10.60001993,64.20078315,16.96396014,54.53679517,18.334357,71.0,58.217971028,49.0,70.944581483911,1960.40808854893,61.43383788999999,1.1400000000000001,77.5,25.25,0.1265,12491045.5,46.293553777071,1525.0,56.0,3.6465,0.25566369694591295,0.20952989939034783,-0.16530845963179075
LBY,Libyan Arab Jamahiriya,Africa,7040745.0,28.10539,10.60001993,71.46825386,19.90152515,62.73251578,35.397673,73.0,8.229297975,49.0,70.944581483911,1960.40808854893,61.43383788999999,1.1400000000000001,77.5,25.25,0.1265,12491045.5,46.293553777071,72048.0,914.0,1.2689,0.25566369694591295,0.20952989939034783,0.4587251227166877
LCA,Saint Lucia,North America,185113.0,8.93856,46.3327198,76.11613744,19.62934002,67.83975966,43.583554,92.0,16.363268437,91.40634550729564,96.7258902380545,11673.7394555761,465.63766479,2.1149999999999998,92.0,9.7,2.3970000000000002,385829.0,71.4382284948964,163225.0,2215.0,1.3569,0.46438071639994716,0.5417096279086174,0.2599987060880732
LCN,Latin America & Caribbean,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
LDC,Least developed countries: UN classification,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
LIE,Liechtenstein,Europe,38387.0,12.1386,0.179999996,80.90340137,23.28289156,69.14331489,21.059428,95.0,3.3101959115,99.61000061035155,99.98573708972265,40408.2848574751,2908.83154297,5.050000000000001,95.0,2.3,3.892,5668014.0,72.76538205339385,562013.0,2449.0,0.4357,0.6471878184943698,0.668915231382778,0.8213235143422335
LKA,Sri Lanka,Asia,21575842.0,24.7873,2.40712595,77.45083261,23.19108064,67.08723464,12.065979,99.0,6.947998983,87.6600036621094,97.9415735149907,4805.75371765917,279.27058410999996,2.615,97.0,8.6,2.255,17845429.5,63.8573092590878,31181.0,783.0,2.5116,0.48287500116152937,0.473030978489054,0.6837820374321154
LMY,Low & middle income,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
LSO,Lesotho,Africa,2175699.0,17.35353,10.60001993,48.96196271,14.32705831,45.04266302,7.0800096,92.0,69.503726474,49.0,70.944581483911,1960.40808854893,61.43383788999999,1.1400000000000001,77.5,25.25,0.1265,12491045.5,46.293553777071,16610.0,332.0,2.0007,0.25566369694591295,0.20952989939034783,-0.6622560686121564
LTE,Late-demographic dividend,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
LTU,Lithuania,Europe,2661708.0,11.52105,0.050000001,80.81523162,23.79608232,66.22751262,25.385439,92.0,3.258356636,99.61000061035155,99.98573708972265,40408.2848574751,2908.83154297,5.050000000000001,95.0,2.3,3.892,5668014.0,72.76538205339385,525154.0,3718.0,0.708,0.6471878184943698,0.668915231382778,0.8203736064813412
LUX,Luxembourg,Europe,642371.0,9.24749,3.980000019,82.80168339,26.21669794,71.45517211,16.51611,99.0,1.908238122,99.61000061035155,99.98573708972265,40408.2848574751,2908.83154297,5.050000000000001,95.0,2.3,3.892,5668014.0,72.76538205339385,609044.0,1918.0,0.3149,0.6471878184943698,0.668915231382778,0.8566231311455523
LVA,Latvia,Europe,1848837.0,12.02183,0.039999999,79.97065759,17.4424281,66.02158296,22.750331,99.0,3.355549308,99.61000061035155,99.98573708972265,40408.2848574751,2908.83154297,5.050000000000001,95.0,2.3,3.892,5668014.0,72.76538205339385,531418.0,3632.0,0.6835,0.6471878184943698,0.668915231382778,0.7974852703392475
MAC,Macao,Asia,667490.0,27.16498,1.205510855,74.57707156,20.39267473,65.53234464,17.022085,96.0,13.614667316,87.6600036621094,97.9415735149907,4805.75371765917,279.27058410999996,2.615,97.0,8.6,2.255,17845429.5,63.8573092590878,41458.0,184.0,0.4445,0.48287500116152937,0.473030978489054,0.5590907359622138
MAF,Saint Martin,North America,39730.0,10.22044,46.3327198,75.29554064,21.44475675,65.4608084,31.235856,93.5,12.224410456,91.40634550729564,96.7258902380545,11673.7394555761,465.63766479,2.1149999999999998,92.0,9.7,2.3970000000000002,385829.0,71.4382284948964,310194.0,1586.0,0.5112,0.46438071639994716,0.5417096279086174,0.2744232305723171
MAR,Morocco,Africa,37772756.0,13.20429,10.60001993,74.64020752,19.59489881,63.04346629,20.234507,99.0,16.072459993,49.0,70.944581483911,1960.40808854893,61.43383788999999,1.1400000000000001,77.5,25.25,0.1265,12491045.5,46.293553777071,33860.0,432.0,1.2747,0.25566369694591295,0.20952989939034783,0.47372911553825486
MCO,Monaco,Europe,39783.0,9.21092,0.179999996,80.90340137,23.28289156,69.14331489,21.059428,99.0,2.829076104,99.61000061035155,99.98573708972265,40408.2848574751,2908.83154297,5.050000000000001,95.0,2.3,3.892,5668014.0,72.76538205339385,431868.0,1684.0,0.39,0.6471878184943698,0.668915231382778,0.8254980472099672
MDA,Moldova,Europe,4013171.0,13.63296,28.51000023,77.17009696,20.91747842,62.01226444,23.001324,91.0,12.113294628,99.61000061035155,99.98573708972265,40408.2848574751,2908.83154297,5.050000000000001,95.0,2.3,3.892,5668014.0,72.76538205339385,158265.0,3044.0,1.9237,0.6471878184943698,0.668915231382778,0.44909402650193353
MDG,Madagascar,Africa,29178077.0,16.74053,143.014328,62.82869781,16.57455622,56.23068761,3.5396978,69.0,44.475065878,49.0,70.944581483911,1960.40808854893,61.43383788999999,1.1400000000000001,77.5,25.25,0.1265,12491045.5,46.293553777071,2347.0,49.0,2.0822,0.25566369694591295,0.20952989939034783,-1.007874480748061
MDV,Maldives,Asia,540985.0,12.34235,5.731867313,74.40609129,17.31876986,66.9146939,15.191363,98.0,6.97885464,87.6600036621094,97.9415735149907,4805.75371765917,279.27058410999996,2.615,97.0,8.6,2.255,17845429.5,63.8573092590878,345100.0,584.0,0.1693,0.48287500116152937,0.473030978489054,0.5805409562379538
MEA,"Middle East, North Africa, Afghanistan & Pakistan",,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
MEX,Mexico,North America,131562772.0,17.82781,0.958170772,72.80039996,23.30048209,65.4608084,38.244709,82.0,12.224410456,91.40634550729564,96.7258902380545,11673.7394555761,465.63766479,2.1149999999999998,92.0,9.7,2.3970000000000002,385829.0,71.4382284948964,58549.0,2546.0,4.3485,0.46438071639994716,0.5417096279086174,0.5263613815361949
MHL,Marshall Islands,Australia-Oceania,60057.0,7.21485,0.034125432,68.527122495,17.45140595,60.37984099,36.069244,79.0,23.088162568,87.6600036621094,97.67658476709235,13712.331325228035,254.83047485,2.1149999999999998,94.0,12.6,3.808,596966.5,59.2461548826604,268711.0,283.0,0.1053,0.499516567513225,0.47979522832656557,0.3266664180332674
MIC,Middle income,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
MKD,Macedonia,Europe,2081304.0,28.67453,0.289999992,76.25125293,19.22674415,67.24905293,25.592792,92.0,6.464109731,99.61000061035155,99.98573708972265,40408.2848574751,2908.83154297,5.050000000000001,95.0,2.3,3.892,5668014.0,72.76538205339385,168436.0,4793.0,2.8457,0.6471878184943698,0.668915231382778,0.6713735168964122
MLI,Mali,Africa,21473764.0,48.51211,10.20003986,62.40969963,17.17561491,54.22892621,11.376632,77.0,63.666079934,49.0,70.944581483911,1960.40808854893,61.43383788999999,1.1400000000000001,77.5,25.25,0.1265,12491045.5,46.293553777071,1544.0,35.0,2.2404,0.25566369694591295,0.20952989939034783,-0.25668233806466684
MLT,Malta,Europe,444033.0,13.08215,0.100000001,82.14647613,26.02877507,71.16284153,28.509375,98.0,5.725326528,99.61000061035155,99.98573708972265,40408.2848574751,2908.83154297,5.050000000000001,95.0,2.3,3.892,5668014.0,72.76538205339385,273448.0,1993.0,0.7289,0.6471878184943698,0.668915231382778,0.8334771153911786
MMR,Myanmar,Asia,55227143.0,27.16498,2.40712595,72.04070291,16.06203628,60.66155073,6.6679314,90.0,42.915951748,87.6600036621094,97.9415735149907,4805.75371765917,279.27058410999996,2.615,97.0,8.6,2.255,17845429.5,63.8573092590878,11622.0,353.0,3.0372,0.48287500116152937,0.473030978489054,0.23003604003065778
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
MNE,Montenegro,Europe,627950.0,17.93198,11.43999958,79.72626097,20.2538438,67.25294148,18.625109,87.0,2.618647269,99.61000061035155,99.98573708972265,40408.2848574751,2908.83154297,5.050000000000001,95.0,2.3,3.892,5668014.0,72.76538205339385,472238.0,4532.0,0.9597,0.6471878184943698,0.668915231382778,0.7177673984707625
MNG,Mongolia,Asia,3378078.0,41.30377,0.0,75.46643608,20.51922468,58.88794485,24.522434,98.0,12.790449832,87.6600036621094,97.9415735149907,4805.75371765917,279.27058410999996,2.615,97.0,8.6,2.255,17845429.5,63.8573092590878,299429.0,676.0,0.2258,0.48287500116152937,0.473030978489054,0.5979593007106498
MOZ,Mozambique,Africa,33089461.0,17.51395,10.60001993,55.38510307,12.9216677,50.6474368,5.0958686,85.0,49.699023834,49.0,70.944581483911,1960.40808854893,61.43383788999999,1.1400000000000001,77.5,25.25,0.1265,12491045.5,46.293553777071,7064.0,68.0,0.9626,0.25566369694591295,0.20952989939034783,-0.3222283488597548
MRT,Mauritania,Africa,4901981.0,35.06875,6.266088963,70.17546548,18.89091528,61.59490029,31.802788,80.0,34.80835813,49.0,70.944581483911,1960.40808854893,61.43383788999999,1.1400000000000001,77.5,25.25,0.1265,12491045.5,46.293553777071,13025.0,203.0,1.5615,0.25566369694591295,0.20952989939034783,0.2245594080967667
MSR,Montserrat,North America,4965.0,10.22044,46.3327198,75.29554064,21.44475675,65.4608084,31.235856,93.5,6.979104733,91.40634550729564,96.7258902380545,11673.7394555761,465.63766479,2.1149999999999998,92.0,9.7,2.3970000000000002,385829.0,71.4382284948964,282578.0,1611.0,0.5702,0.46438071639994716,0.5417096279086174,0.3199351816511047
MTQ,Martinique,North America,374087.0,10.22044,46.3327198,75.29554064,21.44475675,65.4608084,31.235856,93.5,12.224410456,91.40634550729564,96.7258902380545,11673.7394555761,465.63766479,2.1149999999999998,92.0,9.7,2.3970000000000002,385829.0,71.4382284948964,615777.0,2946.0,0.4784,0.46438071639994716,0.5417096279086174,0.2744232305723171
MUS,Mauritius,Africa,1274727.0,10.48182,0.775435328,77.42885789,22.08919176,66.11935948,12.112731,96.0,15.416664519,49.0,70.944581483911,1960.40808854893,61.43383788999999,1.1400000000000001,77.5,25.25,0.1265,12491045.5,46.293553777071,33752.0,824.0,2.4428,0.25566369694591295,0.20952989939034783,0.621135834557317
MWI,Malawi,Africa,20180839.0,18.53727,10.60001993,60.42691492,14.1874587,54.19579338,6.5726653,95.0,37.429025603,49.0,70.944581483911,1960.40808854893,61.43383788999999,1.1400000000000001,77.5,25.25,0.1265,12491045.5,46.293553777071,4437.0,133.0,2.9999,0.25566369694591295,0.20952989939034783,-0.08374673020793882
MYS,Malaysia,Asia,33181072.0,23.74462,8.10572052,72.7078106,20.79274958,65.48693368,15.959963,98.0,6.092760777,87.6600036621094,97.9415735149907,4805.75371765917,279.27058410999996,2.615,97.0,8.6,2.255,17845429.5,63.8573092590878,159079.0,1126.0,0.7076,0.48287500116152937,0.473030978489054,0.5271615887018495
MYT,Mayotte,Africa,286259.0,26.38989,10.60001993,63.550945515,16.760297985,55.92971273,9.76349415,86.5,41.358039491,49.0,70.944581483911,1960.40808854893,61.43383788999999,1.1400000000000001,77.5,25.25,0.1265,12491045.5,46.293553777071,146815.0,657.0,0.4473,0.25566369694591295,0.20952989939034783,-0.03603569592171857
NAC,North America,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
NAM,Namibia,Africa,2633874.0,11.81074,10.60001993,59.98828346,14.23860158,55.53160284,15.936892,87.0,40.18741881,49.0,70.944581483911,1960.40808854893,61.43383788999999,1.1400000000000001,77.5,25.25,0.1265,12491045.5,46.293553777071,65451.0,1559.0,2.3818,0.25566369694591295,0.20952989939034783,-0.11916593286569976
NCL,New Caledonia,Australia-Oceania,290915.0,7.995995,0.034125432,68.527122495,17.45140595,60.37984099,45.034622999999996,94.5,18.897071967000002,87.6600036621094,97.67658476709235,13712.331325228035,254.83047485,2.1149999999999998,94.0,12.6,3.808,596966.5,59.2461548826604,275214.0,1079.0,0.3922,0.499516567513225,0.47979522832656557,0.36303125937379926
NER,Niger,Africa,26083660.0,59.52592,4.814674854,59.64390691,17.23890832,53.3125254,5.1939301,81.0,74.281539578,49.0,70.944581483911,1960.40808854893,61.43383788999999,1.1400000000000001,77.5,25.25,0.1265,12491045.5,46.293553777071,381.0,12.0,3.1417,0.25566369694591295,0.20952989939034783,-0.38355493891171055
NGA,Nigeria,Africa,216746934.0,56.02286,2.750451088,63.06578367,18.61056669,54.95370169,7.28053,66.0,60.363519557,49.0,70.944581483911,1960.40808854893,61.43383788999999,1.1400000000000001,77.5,25.25,0.1265,12491045.5,46.293553777071,1233.0,15.0,1.1808,0.25566369694591295,0.20952989939034783,-0.1587578139561542
NIC,Nicaragua,North America,6779100.0,16.27073,46.3327198,76.29703806,24.50439571,67.68334258,36.847726,93.5,10.723872024,91.40634550729564,96.7258902380545,11673.7394555761,465.63766479,2.1149999999999998,92.0,9.7,2.3970000000000002,385829.0,71.4382284948964,2728.0,33.0,1.2168,0.46438071639994716,0.5417096279086174,0.31366689923025803
NIU,Niue,Australia-Oceania,1622.0,6.74203,0.034125432,68.527122495,17.45140595,60.37984099,68.179607,99.0,28.069293936,87.6600036621094,97.67658476709235,13712.331325228035,254.83047485,2.1149999999999998,94.0,12.6,3.808,596966.5,59.2461548826604,652898.0,0.0,0.0,0.499516567513225,0.47979522832656557,0.2834466289286256
NLD,Netherlands,Europe,17211447.0,9.95689,0.0,83.76002655,23.4308082,71.08018106,14.415072,94.0,3.490367192,99.61000061035155,99.98573708972265,40408.2848574751,2908.83154297,5.050000000000001,95.0,2.3,3.892,5668014.0,72.76538205339385,501747.0,1336.0,0.2662,0.6471878184943698,0.668915231382778,0.8958188113285671
NOR,Norway,Europe,5511370.0,5.83101,2.25999999,82.65752051,25.78109854,71.042668,19.461627,97.0,1.767525046,99.61000061035155,99.98573708972265,40408.2848574751,2908.83154297,5.050000000000001,95.0,2.3,3.892,5668014.0,72.76538205339385,273930.0,1204.0,0.4397,0.6471878184943698,0.668915231382778,0.8660959568207085
NPL,Nepal,Asia,30225582.0,36.92222,0.606519401,73.10385136,17.64224634,62.07627915,7.2070643,93.0,27.286268642,87.6600036621094,97.9415735149907,4805.75371765917,279.27058410999996,2.615,97.0,8.6,2.255,17845429.5,63.8573092590878,33199.0,398.0,1.199,0.48287500116152937,0.473030978489054,0.40607878548738724
NRU,Nauru,Australia-Oceania,10903.0,7.40486,0.0,68.527122495,17.45140595,60.37984099,67.63494,96.0,12.335887391,87.6600036621094,97.67658476709235,13712.331325228035,254.83047485,2.1149999999999998,94.0,12.6,3.808,596966.5,59.2461548826604,494635.0,92.0,0.0185,0.499516567513225,0.47979522832656557,0.4201993137067653
NZL,New Zealand,Australia-Oceania,4898203.0,8.6909,12.7616663,83.43149082,23.60021022,69.98288946,32.297948,92.0,4.643567087,87.6600036621094,97.67658476709235,13712.331325228035,254.83047485,2.1149999999999998,94.0,12.6,3.808,596966.5,59.2461548826604,535117.0,1163.0,0.2174,0.499516567513225,0.47979522832656557,0.7879767382883991
OED,OECD members,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
OMN,Oman,Asia,5323993.0,34.88286,8.221993446,73.09120361,17.83432309,65.53234464,24.722171,99.0,8.7382931,87.6600036621094,97.9415735149907,4805.75371765917,279.27058410999996,2.615,97.0,8.6,2.255,17845429.5,63.8573092590878,75028.0,869.0,1.1586,0.48287500116152937,0.473030978489054,0.5134331234757636
OSS,Other small states,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
PAK,Pakistan,Asia,229488994.0,53.17531,2.40712595,66.29626655,18.10603697,58.11755932,16.437876,84.0,56.837922373,87.6600036621094,97.9415735149907,4805.75371765917,279.27058410999996,2.615,97.0,8.6,2.255,17845429.5,63.8573092590878,6893.0,134.0,1.9384,0.48287500116152937,0.473030978489054,-0.04117728649368104
PAN,Panama,North America,4446964.0,11.84933,68.37104797,78.97361247,23.98345302,68.31230743,39.892244,88.0,11.639161652,91.40634550729564,96.7258902380545,11673.7394555761,465.63766479,2.1149999999999998,92.0,9.7,2.3970000000000002,385829.0,71.4382284948964,238341.0,1962.0,0.8234,0.46438071639994716,0.5417096279086174,0.22171185404295435
PER,Peru,South America,33684208.0,27.53704,39.41300583,79.88216077,24.09812852,67.96621623,28.544596,88.0,12.773119756,94.57131334997685,95.41614476396654,6472.54544924705,507.06231689,2.02,91.0,7.4,2.3354999999999997,19197744.0,77.4595528518377,135751.0,6595.0,4.8585,0.4554984946667363,0.5664195443590224,0.4381464382211852
PHL,Philippines,Asia,112508994.0,25.38986,33.03781891,69.42943033,19.51672511,63.46675739,9.2347756,84.0,25.167244147,87.6600036621094,97.9415735149907,4805.75371765917,279.27058410999996,2.615,97.0,8.6,2.255,17845429.5,63.8573092590878,36800.0,594.0,1.6149,0.48287500116152937,0.473030978489054,0.10148160308793491
PLW,Palau,Australia-Oceania,18233.0,7.91813,0.0,68.527122495,17.45140595,60.37984099,40.442875,97.0,19.925837159,87.6600036621094,97.67658476709235,13712.331325228035,254.83047485,2.1149999999999998,94.0,12.6,3.808,596966.5,59.2461548826604,344979.0,548.0,0.159,0.499516567513225,0.47979522832656557,0.3543435865530571
PNG,Papua New Guinea,Australia-Oceania,9292169.0,8.78165,0.034125432,65.57131706,16.33966153,58.92219493,14.877182,35.0,38.973795674,87.6600036621094,97.67658476709235,13712.331325228035,254.83047485,2.1149999999999998,94.0,12.6,3.808,596966.5,59.2461548826604,5043.0,72.0,1.4297,0.499516567513225,0.47979522832656557,0.11143454135231852
POL,Poland,Europe,37739785.0,19.89664,0.039999999,77.72984544,19.23284289,65.08437617,25.795126,95.0,3.815235195,99.61000061035155,99.98573708972265,40408.2848574751,2908.83154297,5.050000000000001,95.0,2.3,3.892,5668014.0,72.76538205339385,176524.0,3196.0,1.8102,0.6471878184943698,0.668915231382778,0.7348216401452624
PRE,Pre-demographic dividend,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
PRK,"Korea, Dem. People's Rep.",Asia,25990679.0,41.80017,2.40712595,72.31891378,20.39267473,66.14803647,11.467454,97.0,15.826211582,87.6600036621094,93.8236874339691,4805.75371765917,279.27058410999996,2.615,99.0,9.5,2.255,26037632.0,62.3542226611578,183636.0,3.0,0.0016,0.47652067024137423,0.4668617223872062,0.47237050222111837
PRT,Portugal,Europe,10140570.0,7.6297,0.119999997,84.14959418,24.19774619,71.20192007,20.135899,99.0,2.534649752,99.61000061035155,99.98573708972265,40408.2848574751,2908.83154297,5.050000000000001,95.0,2.3,3.892,5668014.0,72.76538205339385,556484.0,2774.0,0.4984,0.6471878184943698,0.668915231382778,0.9134729346347004
PRY,Paraguay,South America,7305843.0,12.48736,41.82795715,78.16363997,19.22067728,64.87178917,33.411655,86.0,18.846367739,94.57131334997685,95.41614476396654,6472.54544924705,507.06231689,2.02,91.0,7.4,2.3354999999999997,19197744.0,77.4595528518377,114648.0,2759.0,2.4063,0.4554984946667363,0.5664195443590224,0.32356558759767345
PSE,Palestine,Asia,5345541.0,30.8191,2.40712595,77.59649042,20.89568915,65.19040807,36.713645,99.0,13.643281181,87.6600036621094,97.9415735149907,4805.75371765917,279.27058410999996,2.615,97.0,8.6,2.255,17845429.5,63.8573092590878,116173.0,1011.0,0.8702,0.48287500116152937,0.473030978489054,0.6295030847643094
PSS,Pacific island small states,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
PST,Post-demographic dividend,,5797805.0,15.21878,10.60000038,75.0010583,20.38805674,65.19040807,21.059428,93.5,13.316700793,87.6600036621094,97.6403544846485,6472.54544924705,279.27058410999996,2.1149999999999998,94.0,9.7,2.376,9694824.0,63.8573092590878,128843.0,788.0,0.8749,0.4670086198755694,0.4778386914548347,0.5070889338846867
PYF,French Polynesia,Australia-Oceania,284164.0,7.995995,0.034125432,68.527122495,17.45140595,60.37984099,44.472617,94.5,18.897071967000002,87.6600036621094,100.0,21582.5892046801,254.83047485,2.1149999999999998,94.0,12.6,3.808,279034.0,61.7824142427508,278902.0,2287.0,0.8201,0.5067420041488158,0.512906091147033,0.36303125937379926
